Email_ID,Custom_ID,Solution,Unit,편명,Date,Priority,Alert_type,Message_Number,Work Detail Keyword,ATA_from_Alert,POS_ESN,Plainbody,ASMR,Attachment,Severity,Type,Department,Organization,ATA,ATA_Detail,Trouble Shooting Recommendation,[CHK] NR_Required,[CHK] EngineerReview,Engineer_Comment,MCPI_Plan,Alert Type,NR Priority,NR Number,NR Creation Date,수행 일자,점검 결과,Cost,ATA (2-Letter),Ref_KEY,AC_Type,HL_No.,Status,Folder_ID,Shop Finding,DOC_URL
19491a1123bccc01,,AHM,787_HL8345,KE0894,2025. 1. 23,,,29-0021-R070,LEFT EDP CASE DRAIN FILTER EXCEEDING SERVICE LIMIT  (29-0021-R070),,,LEFT EDP CASE DRAIN FILTER EXCEEDING SERVICE LIMIT  (29-0021-R070),,,,,,,,,,TRUE,TRUE,[남태영] EDP CD Filter 점검 요함 (Debris 발견 시 EDP 교환 및 Flushing 추가 작업),,Predictive Alert,MID,12907696,2025. 1. 23,2025. 2. 10,"<2/9>
Filter 점검 결과 Fine Metal (bronze) 확인 되어 EDP 교환.",0,29,787_HL83452025-01-23 14:27:23,787,HL8345,Monitoring,,Fault,
19491762ff25a0fd,,AHM,7M8_HL8352,KE2202,2025. 1. 23,,,21-0202-A734,BOTH LEFT AND RIGHT PACK HEAT EXCHANGERS DEGRADED  (21-0202-A734),,,BOTH LEFT AND RIGHT PACK HEAT EXCHANGERS DEGRADED  (21-0202-A734),,,,,,,,,,FALSE,TRUE,[남태영] Nuisance Alert 추정 (HX Outlet Temp 1800도 이상 지시),,No Action,,,,2025. 1. 23,,,21,7M8_HL83522025-01-23 13:41:23,7M8,HL8352,Closed,,N/A,
1949175e40c35dca,,AHM,7M8_HL8352,KE2202,2025. 1. 23,,,21-0201-A737,RIGHT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A737),,,RIGHT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A737),,,,,,,,,,FALSE,TRUE,[남태영] Nuisance Alert 추정 (HX Outlet Temp 1800도 이상 지시),,No Action,,,,2025. 1. 23,,,21,7M8_HL83522025-01-23 13:40:29,7M8,HL8352,Closed,,N/A,
1949175e97c08080,,AHM,7M8_HL8352,KE2202,2025. 1. 23,,,21-0201-A735,LEFT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A735),,,LEFT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A735),,,,,,,,,,FALSE,TRUE,[남태영] Nuisance Alert 추정 (HX Outlet Temp 1800도 이상 지시),,No Action,,,,2025. 1. 23,,,21,7M8_HL83522025-01-23 13:40:23,7M8,HL8352,Closed,,N/A,
19490ae8f0c496e7,,AHM,7M8_HL8351,KE2117,2025. 1. 23,,,21-0202-A734,BOTH LEFT AND RIGHT PACK HEAT EXCHANGERS DEGRADED  (21-0202-A734),,,BOTH LEFT AND RIGHT PACK HEAT EXCHANGERS DEGRADED  (21-0202-A734),,,,,,,,,,FALSE,TRUE,[남태영] Nuisance Alert 추정 (HX Outlet Temp 1800도 이상 지시),,No Action,,,,2025. 1. 24,,,21,7M8_HL83512025-01-23 10:03:23,7M8,HL8351,Closed,,N/A,
19490ae5c21216c2,,AHM,7M8_HL8351,KE2117,2025. 1. 23,,,21-0201-A737,RIGHT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A737),,,RIGHT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A737),,,,,,,,,,FALSE,TRUE,[남태영] Nuisance Alert 추정 (HX Outlet Temp 1800도 이상 지시),,No Action,,,,2025. 1. 23,,,21,7M8_HL83512025-01-23 10:02:30,7M8,HL8351,Closed,,N/A,
19490ae63d70e49a,,AHM,7M8_HL8351,KE2117,2025. 1. 23,,,21-0201-A735,LEFT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A735),,,LEFT PACK HEAT EXCHANGER DEGRADED - OPERATIONAL LIMIT  (21-0201-A735),,,,,,,,,,FALSE,TRUE,[남태영] Nuisance Alert 추정 (HX Outlet Temp 1800도 이상 지시),,No Action,,,,2025. 1. 23,,,21,7M8_HL83512025-01-23 10:02:23,7M8,HL8351,Closed,,N/A,
194902e32e5411ad,,AHM,748_HL7639,KE0540,2025. 1. 23,,,29-0121-S831,HYDRAULIC CASE DRAIN TEMPERATURE DIFFERENCE TOO LARGE: SYSTEMS 2 & 3  (29-0121-S831),,,HYDRAULIC CASE DRAIN TEMPERATURE DIFFERENCE TOO LARGE: SYSTEMS 2 & 3  (29-0121-S831),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring,,No Action,,,,2025. 1. 23,,,29,748_HL76392025-01-23 07:42:27,748,HL7639,Monitoring,,N/A,
194901fa08c37e72,,AHM,777_HL8077,KE0269,2025. 1. 23,,,36-0065-C410,THE RH HPSOV SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL CLOSED].  (36-0065-C410),,,THE RH HPSOV SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL CLOSED].  (36-0065-C410),,,,,,,,,,FALSE,TRUE,[남태영] 초도 발생으로 Monitoring (반복 발생 시 -C412 로 제공),,No Action,,,,2025. 1. 23,,21424,36,777_HL80772025-01-23 07:26:25,777,HL8077,Monitoring,,N/A,
1948ff66f169fe84,,AHM,777_HL8077,KE0269,2025. 1. 23,,,36-0034-S660,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,,,,,,,,FALSE,TRUE,"[김민석]
""MANIFOLD SENSOR L MESSAGE POPED UP AT FL330"" Deferred",,No Action,,,,2025. 1. 23,,,36,777_HL80772025-01-23 06:41:33,777,HL8077,Closed,,N/A,
1948f8c37f04e23c,,AHM,777_HL8011,KE0141,2025. 1. 23,,,49-0001-S910,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,[남태영] EGT Threshold 조정 예정 (Boeing 협의 중),,No Action,,,,2025. 1. 23,,11856,49,777_HL80112025-01-23 04:45:51,777,HL8011,Monitoring,,N/A,
1948f8c3dfc76c24,,AHM,777_HL8046,KE0568,2025. 1. 23,,,49-0001-S910,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,[남태영] EGT Threshold 조정 예정 (Boeing 협의 중),,No Action,,,,2025. 1. 23,,11856,49,777_HL80462025-01-23 04:45:42,777,HL8046,Monitoring,,N/A,
1948f8c499606c16,,AHM,777_HL8011,KE0141,2025. 1. 23,,,49-0001-S910x,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910X),,,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910X),,,,,,,,,,FALSE,TRUE,[남태영] EGT Threshold 조정 예정 (Boeing 협의 중),,No Action,,,,2025. 1. 23,,,49,777_HL80112025-01-23 04:45:32,777,HL8011,Monitoring,,N/A,
1948f8c4af6efb2d,,AHM,777_HL8046,KE0568,2025. 1. 23,,,49-0001-S910x,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910X),,,APU CORRECTED EGT EXCEEDS AIRLINE-CONFIGURABLE LIMIT DURING ELECTRIC STARTUP  (49-0001-S910X),,,,,,,,,,FALSE,TRUE,[남태영] EGT Threshold 조정 예정 (Boeing 협의 중),,No Action,,,,2025. 1. 23,,,49,777_HL80462025-01-23 04:45:26,777,HL8046,Closed,,N/A,
1948bcd8d93e0138,,AHM,787_HL8081,KE0893,2025. 1. 22,,,32-0010-C004,BRAKES 7 AND 8:  HIGH AXLE-MATE BRAKE TEMPERATURE DIFFERENTIAL  (32-0010-C004),,,BRAKES 7 AND 8:  HIGH AXLE-MATE BRAKE TEMPERATURE DIFFERENTIAL  (32-0010-C004),,,,,,,,,,FALSE,TRUE,[남태영] 반복 발생 시 점검 예정,,No Action,,,,2025. 1. 22,,14432,32,787_HL80812025-01-22 11:18:24,787,HL8081,Monitoring,,N/A,
1948bcae69e63ff4,,AHM,777_HL8077,KE0542,2025. 1. 22,,,36-0112-C480,THE LH MAN PRESSURE SENSOR (PM) SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL MAN PRESS SENSOR 2].  (36-0112-C480),,,THE LH MAN PRESSURE SENSOR (PM) SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL MAN PRESS SENSOR 2].  (36-0112-C480),,,,,,,,,,FALSE,TRUE,"[김민석]
""MANIFOLD SENSOR L MESSAGE POPED UP AT FL330"" Deferred",,No Action,,,,2025. 1. 22,,,36,777_HL80772025-01-22 11:15:25,777,HL8077,Closed,,N/A,
787_HL7208Wed Jan 22 2025 10:45:33 GMT+0900 (Korean Standard Time),,KAL,787_HL7208,KE952,2025. 1. 22,,,787-KAL-32-001,No.4 Brake Calibration Issue Occurred,,,,,,,,,,,,,FALSE,TRUE,[남태영] 반복발생 시 점검 예정,,No Action,MID,,,2025. 1. 23,,14432,32,787_HL7208Wed Jan 22 2025 10:45:33 GMT+0900 (Korean Standard Time),787,HL7208,Monitoring,,N/A,
1948ad768a743254,,AHM,748_HL7639,KE0314,2025. 1. 22,,,36-0001-S607,HIGH PRESS S/O VLV OPEN IN CRUISE  (36-0001-S607),,,HIGH PRESS S/O VLV OPEN IN CRUISE  (36-0001-S607),,,,,,,,,,FALSE,TRUE,[남태영] Cruise 시 All HPSOV Open 된 건으로 결함과 무관,,No Action,,,,2025. 1. 22,,,36,748_HL76392025-01-22 06:49:24,748,HL7639,Closed,,N/A,
194896b57454fcb0,,AHM,777_HL8041,KE0037,2025. 1. 22,,,36-0073-C410,THE RH FAMV SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL OPEN 2].  (36-0073-C410),,,THE RH FAMV SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL OPEN 2].  (36-0073-C410),,,,,,,,,,FALSE,TRUE,[남태영] 초도 발생 건으로 Monitoring,,No Action,,,,2025. 1. 22,,,36,777_HL80412025-01-22 00:12:33,777,HL8041,Monitoring,,N/A,
1948832c1f6a35ed,,AHM,777_HL8077,KE0541,2025. 1. 21,,,36-0034-S660,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,,,,,,,,FALSE,TRUE,"[김민석]
""MANIFOLD SENSOR L MESSAGE POPED UP AT FL330"" Deferred",,No Action,,,,2025. 1. 22,,,36,777_HL80772025-01-21 18:30:23,777,HL8077,Closed,,N/A,
19487570a338b5e2,,AHM,777_HL8077,KE0541,2025. 1. 21,,,36-0112-C480,THE LH MAN PRESSURE SENSOR (PM) SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL MAN PRESS SENSOR 2].  (36-0112-C480),,,THE LH MAN PRESSURE SENSOR (PM) SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL MAN PRESS SENSOR 2].  (36-0112-C480),,,,,,,,,,FALSE,TRUE,"[김민석]
""MANIFOLD SENSOR L MESSAGE POPED UP AT FL330"" Deferred",,No Action,,,,2025. 1. 22,,,36,777_HL80772025-01-21 14:30:24,777,HL8077,Closed,,N/A,
19485a23103bae71,,AHM,748_HL7639,KE0315,2025. 1. 21,,,32-0408-S701,BRAKE TEMPERATURE DEVIATION: WHEEL #8  (32-0408-S701),,,BRAKE TEMPERATURE DEVIATION: WHEEL #8  (32-0408-S701),,,,,,,,,,FALSE,TRUE,[남태영] Max Temp 3.9 로 BRAKE TEMP MSG 발생하는 5.0 에 비해 낮은 수준으로 MONITORING,,No Action,,,,2025. 1. 21,,,32,748_HL76392025-01-21 06:33:23,748,HL7639,Monitoring,,N/A,
1948100bcc5a1d04,,AHM,787_HL8083,KE0075,2025. 1. 20,,,35-0020-S307,POSSIBLE LEAK DETECTED IN THE CREW OXYGEN SYSTEM  (35-0020-S307),,,POSSIBLE LEAK DETECTED IN THE CREW OXYGEN SYSTEM  (35-0020-S307),,,,,,,,,,FALSE,TRUE,"[오진석]
1/16일 OXY Cylinder 교환후 ICN/YVR(1/19) 비행중 Leak Rate 최대 -59Psi 에서 Landing 시점 -19.6Psi 기록.
1/20, YVR/ICN 구간 Monitoring 필요. (STD 17:10(KST))  -> -45 > -19 > -7 기록됨. ",,No Action,MID,,,2025. 1. 21,,,35,787_HL80832025-01-20 08:58:23,787,HL8083,Closed,1CQR4ZxB3Y7VZZFaQsGvlF8HYv7l-He3s,N/A,
1947d3d0fda7932a,,AHM,777_HL8285,KE0250,2025. 1. 19,,,35-1135-S401,POTENTIAL LEAK IN CREW OXYGEN SYSTEM [SLOPE CHANGE]  (35-1135-S401),,,POTENTIAL LEAK IN CREW OXYGEN SYSTEM [SLOPE CHANGE]  (35-1135-S401),,,,,,,,,,FALSE,TRUE,"[박창훈]
이상없음.",,No Action,,,,2025. 1. 19,,7280,35,777_HL82852025-01-19 15:26:23,777,HL8285,Closed,,N/A,
1947d073c151d4da,,AHM,777_HL8077,KE0278,2025. 1. 19,,,36-0034-S660,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,,,,,,,,FALSE,TRUE,"[박창훈]
error 추정, 후속편 모니터링",,No Action,,,,2025. 1. 19,,,36,777_HL80772025-01-19 14:27:23,777,HL8077,Closed,,N/A,
1947a70705c3d8fe,,AHM,777_HL8077,KE0277,2025. 1. 19,,,36-0112-C480,THE LH MAN PRESSURE SENSOR (PM) SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL MAN PRESS SENSOR 2].  (36-0112-C480),,,THE LH MAN PRESSURE SENSOR (PM) SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL MAN PRESS SENSOR 2].  (36-0112-C480),,,,,,,,,,FALSE,TRUE,"[박창훈]
fault timer 99sec 기록으로 ACMS 오류 발생 추정, 후속편 모니터링 ",,No Action,,,,2025. 1. 19,,,36,777_HL80772025-01-19 02:23:24,777,HL8077,Closed,,N/A,
194779dbf145c2f7,,AHM,748_HL7623,KE0529,2025. 1. 18,,,29-0121-S831,HYDRAULIC CASE DRAIN TEMPERATURE DIFFERENCE TOO LARGE: SYSTEMS 2 & 3  (29-0121-S831),,,HYDRAULIC CASE DRAIN TEMPERATURE DIFFERENCE TOO LARGE: SYSTEMS 2 & 3  (29-0121-S831),,,,,,,,,,FALSE,TRUE,"[오진석]
1:69, 2:66, 3:50, 4:51 정상",,No Action,,,,2025. 1. 18,,,29,748_HL76232025-01-18 13:14:23,748,HL7623,Closed,,N/A,
19473e16a384c40f,,AHM,777_HL7202,KE0453,2025. 1. 17,,,49-0001-S910,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,"[오진석] Monitoring
APU Idle EGT NML",,No Action,,,,2025. 1. 18,,11856,49,777_HL72022025-01-17 19:49:23,777,HL7202,Monitoring,,N/A,
787_HL8573Fri Jan 17 2025 18:28:44 GMT+0900 (Korean Standard Time),,KAL,787_HL8573,KE0,2025. 1. 17,,,787-KAL-24-005,VFSG Oil Leak Suspected,,,,,,,,,,,,,FALSE,TRUE,"[오진석]
1/9 Re-tight 후, 1/13일 추가 점검 결과 이상 없음.
Monitoring ",,No Action,MID,,,2025. 1. 18,,0,24,787_HL8573Fri Jan 17 2025 18:28:44 GMT+0900 (Korean Standard Time),787,HL8573,Monitoring,,N/A,
330_HL7524Fri Jan 17 2025 16:10:02 GMT+0900 (Korean Standard Time),,KAL,330_HL7524,KE483,2025. 1. 17,,,330-KAL-29-004,Yellow HYD Fluid Leak Suspected - 비행전/후,,,,,,,,,,,,,FALSE,TRUE,"[박창훈]
Ground 후 출발 과정에서 Before Start 값 상승으로 Alert 발생, 비행 후 이상 없음. ",,No Action,URGENT,,,2025. 1. 17,,53456,29,330_HL7524Fri Jan 17 2025 16:10:02 GMT+0900 (Korean Standard Time),330,HL7524,Closed,,N/A,
19471b0838b81883,,AHM,777_HL8077,KE0504,2025. 1. 17,,,30-0041-S910,SIGNIFICANTLY SLOW RH WAI VALVE OPENING TIME (BP-CORRECTED)  (30-0041-S910),,,SIGNIFICANTLY SLOW RH WAI VALVE OPENING TIME (BP-CORRECTED)  (30-0041-S910),,,,,,,,,,FALSE,TRUE,"[박창훈]
100sec 이상으로 오류발생건으로 추정, 모니터링.",,No Action,,,,2025. 1. 17,,,30,777_HL80772025-01-17 09:36:24,777,HL8077,Closed,,N/A,
194701d01450e314,,AHM,787_HL7209,KE0041,2025. 1. 17,,,35-0020-S307,POSSIBLE LEAK DETECTED IN THE CREW OXYGEN SYSTEM  (35-0020-S307),,,POSSIBLE LEAK DETECTED IN THE CREW OXYGEN SYSTEM  (35-0020-S307),,,,,,,,,,FALSE,TRUE,"[박창훈]
Chart 확인 결과 특이사항 없음. ",,No Action,,,,2025. 1. 17,,,35,787_HL72092025-01-17 02:16:23,787,HL7209,Closed,,N/A,
1946f84f5acd84ab,,AHM,777_HL8285,KE8258,2025. 1. 16,,,49-0001-S910,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,"[박창훈]
1회 623℃ 기록, 이전 정상. 모니터링",,No Action,,,,2025. 1. 17,,11856,49,777_HL82852025-01-16 23:30:23,777,HL8285,Closed,,N/A,
1946e8df48e483af,,AHM,777_HL7751,KE0743,2025. 1. 16,,,49-0001-S910,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,"[박창훈]
1회 513℃ 기록. 그외 정상. 모니터링",,No Action,,,,2025. 1. 17,,11856,49,777_HL77512025-01-16 19:00:24,777,HL7751,Closed,,N/A,
1946cdc955f191f6,,AHM,787_HL8573,KE0703,2025. 1. 16,,,32-0232-S820,RIGHT SLG GAS PRESSURE IS LOW  (32-0232-S820),,,RIGHT SLG GAS PRESSURE IS LOW  (32-0232-S820),,,,,,,,,,TRUE,TRUE,"[김민석]
Recommend: SLG Service ASAP.
작업 요청 발송(01/20 야간 Ground)",,Predictive Alert,HIGH,12892076,2025. 1. 17,2025. 1. 19,"<1/19>
- SLG Service 완료
- Service 완료 후 Pressrue 420 psi",0,32,787_HL85732025-01-16 11:07:26,787,HL8573,Monitoring,,Fault,
19468a2f6e97e1a3,,AHM,777_HL8285,KE8257,2025. 1. 15,,,35-1135-S401,POTENTIAL LEAK IN CREW OXYGEN SYSTEM [SLOPE CHANGE]  (35-1135-S401),,,POTENTIAL LEAK IN CREW OXYGEN SYSTEM [SLOPE CHANGE]  (35-1135-S401),,,,,,,,,,FALSE,TRUE,[남태영] Pressure Drop 크지 않아 Monitoring,,No Action,,,,2025. 1. 15,,7280,35,777_HL82852025-01-15 15:25:23,777,HL8285,Closed,,N/A,
330_HL7553Wed Jan 15 2025 13:22:42 GMT+0900 (Korean Standard Time),,KAL,330_HL7553,KE827,2025. 1. 15,,,330-KAL-29-004,Blue HYD Fluid Leak Suspected - 비행 전/후,,,,,,,,,,,,,FALSE,TRUE,[남태영] 비행 전/후 차이가 있지만 이전 편 비교 시 Normal,,No Action,URGENT,,,2025. 1. 15,,53456,29,330_HL7553Wed Jan 15 2025 13:22:42 GMT+0900 (Korean Standard Time),330,HL7553,Monitoring,,N/A,
19463f4c7da4be34,,AHM,777_HL8010,KE0024,2025. 1. 14,,,36-0073-C410,THE RH FAMV SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL OPEN 2].  (36-0073-C410),,,THE RH FAMV SHOWS SIGNS OF IMMINENT FAILURE OR AN FDE [FAIL OPEN 2].  (36-0073-C410),,,,,,,,,,FALSE,TRUE,[남태영] HPSOV 결함으로 발생한 Alert,,No Action,,,,2025. 1. 15,,,36,777_HL80102025-01-14 17:36:26,777,HL8010,Closed,,N/A,
1946380e9ed689d2,,AHM,777_HL8011,KE0141,2025. 1. 14,,,49-0001-S910,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,[남태영] 일시적으로 765도까지 Increase 되었으나 이후편 다시 정상 범위 이내로 반복 발생 시 APU Starter Motor 교환 요청 예정,,No Action,,,,2025. 1. 15,,11856,49,777_HL80112025-01-14 15:30:23,777,HL8011,Monitoring,,N/A,
787_HL8085Tue Jan 14 2025 14:51:31 GMT+0900 (Korean Standard Time),,KAL,787_HL8085,KE75,2025. 1. 13,,,787-KAL-32-001,No.8 Brake Calibration Issue Occurred,,,,,,,,,,,,,FALSE,TRUE,[남태영] 반복 발생 시 점검 예정,,No Action,MID,,,2025. 1. 15,,14432,32,787_HL8085Tue Jan 14 2025 14:51:31 GMT+0900 (Korean Standard Time),787,HL8085,Closed,,N/A,
19460d099c366179,,AHM,777_HL8077,KE0282,2025. 1. 14,,,30-0041-S910,SIGNIFICANTLY SLOW RH WAI VALVE OPENING TIME (BP-CORRECTED)  (30-0041-S910),,,SIGNIFICANTLY SLOW RH WAI VALVE OPENING TIME (BP-CORRECTED)  (30-0041-S910),,,,,,,,,,FALSE,TRUE,"[박창훈]
초도발생 Monitoring",,No Action,,,,2025. 1. 14,,,30,777_HL80772025-01-14 02:58:24,777,HL8077,Closed,,N/A,
1945e7e7115a56fe,,AHM,777_HL8046,KE0568,2025. 1. 13,,,49-0001-S910,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,FALSE,TRUE,"[박창훈]
당팀 Chart 확인 결과 특이사항 없음. 계속 모니터링 예정",,No Action,,,,2025. 1. 13,,11856,49,777_HL80462025-01-13 16:09:23,777,HL8046,Closed,,N/A,
80922025-01-13 16:00:12,,KAL,220_HL8092,KE0000,2025. 1. 13,,,220-KAL-21-001,RH Pack Discharge Pressure Leak Suspected,,,,,,,,,,,,,TRUE,TRUE,"[박창훈]
  - 운항 중 RH Pack Discharge Pressure Sensor (PDPS) 값이 0 psi 미만 감지
  - Discharge Duct, ERAV, ACM, Condense & Press' Sensor Connection 등 Leak Check 수행 ",1/13N 수행 완료,Predictive Alert,URGENT,12878836,2025. 1. 13,2025. 1. 14,"<01/14>
- 점검결과 Discharge Duct의 ERAV Connection 부위 Puncture 되어 교환. 
 ",20000,21,80922025-01-13 16:00:12,220,HL8092,Closed,,Fault,
82732025-01-13 15:47:24,,KAL,737_HL8273,KE118,2025. 1. 13,,,737-KAL-36-001,No.2 Precooler Outlet Temp High,,,,,,,,,,,,,TRUE,TRUE,"[박창훈]
- Max Temp가 491°F까지 상승
- QAR 확인 결과 01/09 부터 Temp 상승 경향 확인되어, Health Check 수행 후 390°F Sensor & PCCV 교환 요청.  ",1/14N 수행 완료,Predictive Alert,URGENT,12880608,2025. 1. 13,2025. 1. 15,"[남태영]
HEALTH CHECK 시 PCV ABNORMAL 로 교환 완료 (PC 57 psi LIMIT 9-27 psi)

<1/17>
- PCV 교환 이후 PCOT 및 Bleed Pressure 정상",9800,36,82732025-01-13 15:47:24,737,HL8273,Closed,,Fault,
330_HL7553Mon Jan 13 2025 14:12:40 GMT+0900 (Korean Standard Time),,KAL,330_HL7553,KE897,2025. 1. 13,,,330-KAL-29-004,Blue HYD Fluid Leak Suspected - 비행 전/후,,,,,,,,,,,,,FALSE,TRUE,"[박창훈] 
비행후 Level은 전편과 동일하나, Night Ground에 이은 비행 출발시 Level 상승으로 변화폭 증가하여 Alert 발생.
No Leak 이나, Ground시 Level 상승이 RSVR Air Leak로 인한 것인지 모니터링 필요. ",,No Action,,,,2025. 1. 13,,53456,29,330_HL7553Mon Jan 13 2025 14:12:40 GMT+0900 (Korean Standard Time),330,HL7553,Closed,,N/A,
1945dbffee979af2,,AHM,777_HL8010,KE0846,2025. 1. 13,,,36-0207-C91G,"LH BLEED SYSTEM DEGRADATION DURING PFBIT OPERATION [WATCH, METRIC 5B]  (36-0207-C91G)",,,"LH BLEED SYSTEM DEGRADATION DURING PFBIT OPERATION [WATCH, METRIC 5B]  (36-0207-C91G)",,,,,,,,,,FALSE,TRUE,"[박창훈]
RH HPSOV Defer로 발생",,No Action,,,,2025. 1. 13,,,36,777_HL80102025-01-13 12:41:23,777,HL8010,Monitoring,,N/A,
1945d79de561b2ac,,AHM,777_HL8010,KE0845,2025. 1. 13,,,36-0035-S660,THE RH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0035-S660),,,THE RH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0035-S660),,,,,,,,,,FALSE,TRUE,"[박창훈]
RH HPSOV Defer 사항.",,No Action,,,,2025. 1. 13,,21424,36,777_HL80102025-01-13 11:24:28,777,HL8010,Monitoring,,N/A,
1945a5762cb76b8c,,AHM,777_HL8010,KE0453,2025. 1. 12,,,36-0211-C91G,"LH BLEED SYSTEM DEGRADATION DURING PFBIT OPERATION [WATCH, METRIC 6B]  (36-0211-C91G)",,,"LH BLEED SYSTEM DEGRADATION DURING PFBIT OPERATION [WATCH, METRIC 6B]  (36-0211-C91G)",,,,,,,,,,FALSE,TRUE,"[박창훈]
RH HPSOV Deactive 에 의해 Duct Pressure 저하되어 발생. 
QAR 확인 결과, PRSOV Regulation 이상 없음.
동사례 HL8274 HPSOV Deactive시에 동일하게 발생했던 사항으로 추가 조치 불요",,No Action,,,,2025. 1. 13,,21424,36,777_HL80102025-01-12 20:48:23,777,HL8010,Monitoring,1YeR_SAdwWEG9Hzfs7pvbVbyYdf-l6OE7,N/A,
